TANGGAL;KOMODITI;SATUAN;HARGA;;;;;;
29/06/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12100;;;;;;
29/06/2018;Beras Medium;Kg;10770;;;;;;
29/06/2018;Kacang Kedelai Lokal;Kg;10733;;;;;;
29/06/2018;Garam Beryodium Halus;Kg;10160;;;;;;
29/06/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9540;;;;;;
29/06/2018;Tepung Terigu Segitiga Biru;Kg;9500;;;;;;
29/06/2018;Ketela Pohon;Kg;5200;;;;;;
29/06/2018;Garam Beryodium Bata;250 gr;3780;;;;;;
29/06/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
29/06/2018;Telur Ayam Kampung;butir;2240;;;;;;
02/07/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
02/07/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;126667;;;;;;
02/07/2018;Daging Sapi Lokal Paha Belakang;Kg;119660;;;;;;
02/07/2018;Ikan Teri Asin;Kg;105500;;;;;;
02/07/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;88333;;;;;;
02/07/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
02/07/2018;Ayam Kampung;ekor;79575;;;;;;
02/07/2018;Daging Sapi Lokal Daging Tetelan;Kg;65000;;;;;;
02/07/2018;Susu Bubuk Kaleng Merk Bendera;buah;43933;;;;;;
02/07/2018;Cabai Rawit Merah;Kg;43660;;;;;;
02/07/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42267;;;;;;
02/07/2018;Bawang Merah (Medium);Kg;41040;;;;;;
02/07/2018;Bawang Putih Impor (Kating);Kg;39840;;;;;;
02/07/2018;Ikan Kembung;Kg;37700;;;;;;
02/07/2018;Cabai Merah Besar;Kg;37540;;;;;;
02/07/2018;Cabai Rawit Hijau;Kg;37340;;;;;;
02/07/2018;Cabai Merah Kriting;Kg;35140;;;;;;
02/07/2018;Ayam Boiler;ekor;33340;;;;;;
02/07/2018;Bawang Putih Impor (Honan);Kg;29000;;;;;;
02/07/2018;Kacang Tanah;Kg;24940;;;;;;
02/07/2018;Telur Ayam Ras;Kg;24760;;;;;;
02/07/2018;Kacang Hijau;Kg;22060;;;;;;
02/07/2018;Jagung Pipilan Kecil;Kg;15100;;;;;;
02/07/2018;Minyak Goreng Bimoli Botol;Liter;13040;;;;;;
02/07/2018;Gula Pasir;Kg;13010;;;;;;
02/07/2018;Beras Premium;Kg;13000;;;;;;
02/07/2018;Minyak Goreng Curah;Liter;12500;;;;;;
02/07/2018;Garam Beryodium Halus;Kg;11860;;;;;;
02/07/2018;Kacang Kedelai Eks Impor;Kg;11800;;;;;;
02/07/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11550;;;;;;
02/07/2018;Beras Medium;Kg;10820;;;;;;
02/07/2018;Kacang Kedelai Lokal;Kg;10733;;;;;;
02/07/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9540;;;;;;
02/07/2018;Tepung Terigu Segitiga Biru;Kg;9450;;;;;;
02/07/2018;Ketela Pohon;Kg;5200;;;;;;
02/07/2018;Garam Beryodium Bata;250 gr;3860;;;;;;
02/07/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
02/07/2018;Telur Ayam Kampung;butir;2240;;;;;;
03/07/2018;Daging Sapi Lokal Has Dalam;Kg;153333;;;;;;
03/07/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;130000;;;;;;
03/07/2018;Daging Sapi Lokal Paha Belakang;Kg;121660;;;;;;
03/07/2018;Ikan Teri Asin;Kg;111000;;;;;;
03/07/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;106667;;;;;;
03/07/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
03/07/2018;Ayam Kampung;ekor;77767;;;;;;
03/07/2018;Daging Sapi Lokal Daging Tetelan;Kg;70000;;;;;;
03/07/2018;Cabai Rawit Merah;Kg;54160;;;;;;
03/07/2018;Susu Bubuk Kaleng Merk Bendera;buah;43933;;;;;;
03/07/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42267;;;;;;
03/07/2018;Ikan Kembung;Kg;41200;;;;;;
03/07/2018;Bawang Merah (Medium);Kg;38740;;;;;;
03/07/2018;Cabai Merah Besar;Kg;38540;;;;;;
03/07/2018;Bawang Putih Impor (Kating);Kg;37640;;;;;;
03/07/2018;Cabai Merah Kriting;Kg;37340;;;;;;
03/07/2018;Cabai Rawit Hijau;Kg;37340;;;;;;
03/07/2018;Ayam Boiler;ekor;34940;;;;;;
03/07/2018;Bawang Putih Impor (Honan);Kg;29000;;;;;;
03/07/2018;Kacang Tanah;Kg;26540;;;;;;
03/07/2018;Telur Ayam Ras;Kg;25660;;;;;;
03/07/2018;Kacang Hijau;Kg;22960;;;;;;
03/07/2018;Jagung Pipilan Kecil;Kg;15100;;;;;;
03/07/2018;Kacang Kedelai Eks Impor;Kg;14550;;;;;;
03/07/2018;Minyak Goreng Bimoli Botol;Liter;13840;;;;;;
03/07/2018;Beras Premium;Kg;13000;;;;;;
03/07/2018;Gula Pasir;Kg;12860;;;;;;
03/07/2018;Minyak Goreng Curah;Liter;12600;;;;;;
03/07/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11600;;;;;;
03/07/2018;Beras Medium;Kg;10980;;;;;;
03/07/2018;Garam Beryodium Halus;Kg;10860;;;;;;
03/07/2018;Kacang Kedelai Lokal;Kg;10733;;;;;;
03/07/2018;Tepung Terigu Segitiga Biru;Kg;9800;;;;;;
03/07/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9640;;;;;;
03/07/2018;Ketela Pohon;Kg;5400;;;;;;
03/07/2018;Garam Beryodium Bata;250 gr;4060;;;;;;
03/07/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
03/07/2018;Telur Ayam Kampung;butir;2340;;;;;;
04/07/2018;Daging Sapi Lokal Has Dalam;Kg;150000;;;;;;
04/07/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;130000;;;;;;
04/07/2018;Daging Sapi Lokal Paha Belakang;Kg;121660;;;;;;
04/07/2018;Ikan Teri Asin;Kg;105300;;;;;;
04/07/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;103333;;;;;;
04/07/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
04/07/2018;Daging Sapi Lokal Daging Tetelan;Kg;81667;;;;;;
04/07/2018;Ayam Kampung;ekor;77767;;;;;;
04/07/2018;Cabai Rawit Merah;Kg;53160;;;;;;
04/07/2018;Susu Bubuk Kaleng Merk Bendera;buah;43933;;;;;;
04/07/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42267;;;;;;
04/07/2018;Ikan Kembung;Kg;39700;;;;;;
04/07/2018;Bawang Merah (Medium);Kg;39640;;;;;;
04/07/2018;Bawang Putih Impor (Kating);Kg;38440;;;;;;
04/07/2018;Cabai Merah Besar;Kg;37540;;;;;;
04/07/2018;Cabai Rawit Hijau;Kg;35740;;;;;;
04/07/2018;Cabai Merah Kriting;Kg;35640;;;;;;
04/07/2018;Ayam Boiler;ekor;33940;;;;;;
04/07/2018;Bawang Putih Impor (Honan);Kg;29000;;;;;;
04/07/2018;Kacang Tanah;Kg;26340;;;;;;
04/07/2018;Telur Ayam Ras;Kg;25360;;;;;;
04/07/2018;Kacang Hijau;Kg;22360;;;;;;
04/07/2018;Jagung Pipilan Kecil;Kg;15100;;;;;;
04/07/2018;Minyak Goreng Bimoli Botol;Liter;13740;;;;;;
04/07/2018;Beras Premium;Kg;13000;;;;;;
04/07/2018;Gula Pasir;Kg;12710;;;;;;
04/07/2018;Minyak Goreng Curah;Liter;12500;;;;;;
04/07/2018;Kacang Kedelai Eks Impor;Kg;12425;;;;;;
04/07/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11500;;;;;;
04/07/2018;Beras Medium;Kg;10980;;;;;;
04/07/2018;Kacang Kedelai Lokal;Kg;10733;;;;;;
04/07/2018;Garam Beryodium Halus;Kg;10360;;;;;;
04/07/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9640;;;;;;
04/07/2018;Tepung Terigu Segitiga Biru;Kg;9600;;;;;;
04/07/2018;Ketela Pohon;Kg;5400;;;;;;
04/07/2018;Garam Beryodium Bata;250 gr;4160;;;;;;
04/07/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
04/07/2018;Telur Ayam Kampung;butir;2390;;;;;;
05/07/2018;Daging Sapi Lokal Has Dalam;Kg;148333;;;;;;
05/07/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;126667;;;;;;
05/07/2018;Daging Sapi Lokal Paha Belakang;Kg;118660;;;;;;
05/07/2018;Ikan Teri Asin;Kg;109000;;;;;;
05/07/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
05/07/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;85000;;;;;;
05/07/2018;Ayam Kampung;ekor;62160;;;;;;
05/07/2018;Daging Sapi Lokal Daging Tetelan;Kg;55000;;;;;;
05/07/2018;Cabai Rawit Merah;Kg;50160;;;;;;
05/07/2018;Susu Bubuk Kaleng Merk Bendera;buah;43933;;;;;;
05/07/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42267;;;;;;
05/07/2018;Cabai Merah Besar;Kg;42040;;;;;;
05/07/2018;Cabai Merah Kriting;Kg;37140;;;;;;
05/07/2018;Cabai Rawit Hijau;Kg;35840;;;;;;
05/07/2018;Ikan Kembung;Kg;35700;;;;;;
05/07/2018;Ayam Boiler;ekor;35340;;;;;;
05/07/2018;Bawang Merah (Medium);Kg;35040;;;;;;
05/07/2018;Bawang Putih Impor (Kating);Kg;34840;;;;;;
05/07/2018;Bawang Putih Impor (Honan);Kg;31500;;;;;;
05/07/2018;Telur Ayam Ras;Kg;25960;;;;;;
05/07/2018;Kacang Tanah;Kg;24840;;;;;;
05/07/2018;Kacang Hijau;Kg;21360;;;;;;
05/07/2018;Jagung Pipilan Kecil;Kg;16100;;;;;;
05/07/2018;Minyak Goreng Bimoli Botol;Liter;13440;;;;;;
05/07/2018;Garam Beryodium Halus;Kg;12860;;;;;;
05/07/2018;Gula Pasir;Kg;12810;;;;;;
05/07/2018;Beras Premium;Kg;12750;;;;;;
05/07/2018;Minyak Goreng Curah;Liter;12500;;;;;;
05/07/2018;Kacang Kedelai Eks Impor;Kg;12050;;;;;;
05/07/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11500;;;;;;
05/07/2018;Kacang Kedelai Lokal;Kg;10733;;;;;;
05/07/2018;Beras Medium;Kg;10720;;;;;;
05/07/2018;Tepung Terigu Segitiga Biru;Kg;10300;;;;;;
05/07/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10040;;;;;;
05/07/2018;Ketela Pohon;Kg;5200;;;;;;
05/07/2018;Garam Beryodium Bata;250 gr;3660;;;;;;
05/07/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
05/07/2018;Telur Ayam Kampung;butir;2300;;;;;;
06/07/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
06/07/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;126667;;;;;;
06/07/2018;Daging Sapi Lokal Paha Belakang;Kg;119660;;;;;;
06/07/2018;Ikan Teri Asin;Kg;105000;;;;;;
06/07/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;86667;;;;;;
06/07/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
06/07/2018;Ayam Kampung;ekor;79575;;;;;;
06/07/2018;Daging Sapi Lokal Daging Tetelan;Kg;65000;;;;;;
06/07/2018;Cabai Rawit Merah;Kg;49660;;;;;;
06/07/2018;Susu Bubuk Kaleng Merk Bendera;buah;43933;;;;;;
06/07/2018;Cabai Merah Besar;Kg;42540;;;;;;
06/07/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42267;;;;;;
06/07/2018;Ikan Kembung;Kg;38700;;;;;;
06/07/2018;Cabai Merah Kriting;Kg;37140;;;;;;
06/07/2018;Cabai Rawit Hijau;Kg;36840;;;;;;
06/07/2018;Ayam Boiler;ekor;35740;;;;;;
06/07/2018;Bawang Putih Impor (Kating);Kg;35340;;;;;;
06/07/2018;Bawang Merah (Medium);Kg;34540;;;;;;
06/07/2018;Bawang Putih Impor (Honan);Kg;29000;;;;;;
06/07/2018;Telur Ayam Ras;Kg;25960;;;;;;
06/07/2018;Kacang Tanah;Kg;23740;;;;;;
06/07/2018;Kacang Hijau;Kg;21060;;;;;;
06/07/2018;Jagung Pipilan Kecil;Kg;16100;;;;;;
06/07/2018;Minyak Goreng Bimoli Botol;Liter;13140;;;;;;
06/07/2018;Gula Pasir;Kg;13060;;;;;;
06/07/2018;Beras Premium;Kg;12875;;;;;;
06/07/2018;Minyak Goreng Curah;Liter;12450;;;;;;
06/07/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11500;;;;;;
06/07/2018;Beras Medium;Kg;10820;;;;;;
06/07/2018;Kacang Kedelai Lokal;Kg;10733;;;;;;
06/07/2018;Tepung Terigu Segitiga Biru;Kg;10400;;;;;;
06/07/2018;Garam Beryodium Halus;Kg;10360;;;;;;
06/07/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9940;;;;;;
06/07/2018;Kacang Kedelai Eks Impor;Kg;9140;;;;;;
06/07/2018;Ketela Pohon;Kg;5200;;;;;;
06/07/2018;Garam Beryodium Bata;250 gr;3860;;;;;;
06/07/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
06/07/2018;Telur Ayam Kampung;butir;2150;;;;;;
09/07/2018;Daging Sapi Lokal Has Dalam;Kg;150000;;;;;;
09/07/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;128333;;;;;;
09/07/2018;Daging Sapi Lokal Paha Belakang;Kg;120660;;;;;;
09/07/2018;Ikan Teri Asin;Kg;108250;;;;;;
09/07/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;97500;;;;;;
09/07/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
09/07/2018;Ayam Kampung;ekor;78671;;;;;;
09/07/2018;Daging Sapi Lokal Daging Tetelan;Kg;67500;;;;;;
09/07/2018;Cabai Rawit Merah;Kg;48910;;;;;;
09/07/2018;Susu Bubuk Kaleng Merk Bendera;buah;43933;;;;;;
09/07/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42267;;;;;;
09/07/2018;Bawang Merah (Medium);Kg;39890;;;;;;
09/07/2018;Ikan Kembung;Kg;39450;;;;;;
09/07/2018;Bawang Putih Impor (Kating);Kg;38740;;;;;;
09/07/2018;Cabai Merah Besar;Kg;38040;;;;;;
09/07/2018;Cabai Rawit Hijau;Kg;37340;;;;;;
09/07/2018;Cabai Merah Kriting;Kg;36240;;;;;;
09/07/2018;Ayam Boiler;ekor;34140;;;;;;
09/07/2018;Bawang Putih Impor (Honan);Kg;29000;;;;;;
09/07/2018;Kacang Tanah;Kg;25740;;;;;;
09/07/2018;Telur Ayam Ras;Kg;25210;;;;;;
09/07/2018;Kacang Hijau;Kg;22510;;;;;;
09/07/2018;Jagung Pipilan Kecil;Kg;15100;;;;;;
09/07/2018;Minyak Goreng Bimoli Botol;Liter;13440;;;;;;
09/07/2018;Kacang Kedelai Eks Impor;Kg;13175;;;;;;
09/07/2018;Beras Premium;Kg;13000;;;;;;
09/07/2018;Gula Pasir;Kg;12935;;;;;;
09/07/2018;Minyak Goreng Curah;Liter;12550;;;;;;
09/07/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11575;;;;;;
09/07/2018;Garam Beryodium Halus;Kg;11360;;;;;;
09/07/2018;Beras Medium;Kg;10900;;;;;;
09/07/2018;Kacang Kedelai Lokal;Kg;10733;;;;;;
09/07/2018;Tepung Terigu Segitiga Biru;Kg;9625;;;;;;
09/07/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9590;;;;;;
09/07/2018;Ketela Pohon;Kg;5300;;;;;;
09/07/2018;Garam Beryodium Bata;250 gr;3960;;;;;;
09/07/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
09/07/2018;Telur Ayam Kampung;butir;2290;;;;;;
10/07/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
10/07/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;126667;;;;;;
10/07/2018;Daging Sapi Lokal Paha Belakang;Kg;119660;;;;;;
10/07/2018;Ikan Teri Asin;Kg;105000;;;;;;
10/07/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;86667;;;;;;
10/07/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
10/07/2018;Ayam Kampung;ekor;82767;;;;;;
10/07/2018;Daging Sapi Lokal Daging Tetelan;Kg;75000;;;;;;
10/07/2018;Cabai Rawit Merah;Kg;50160;;;;;;
10/07/2018;Susu Bubuk Kaleng Merk Bendera;buah;43933;;;;;;
10/07/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42267;;;;;;
10/07/2018;Cabai Merah Besar;Kg;41340;;;;;;
10/07/2018;Cabai Merah Kriting;Kg;38340;;;;;;
10/07/2018;Cabai Rawit Hijau;Kg;37340;;;;;;
10/07/2018;Ikan Kembung;Kg;37200;;;;;;
10/07/2018;Ayam Boiler;ekor;35740;;;;;;
10/07/2018;Bawang Putih Impor (Kating);Kg;35140;;;;;;
10/07/2018;Bawang Merah (Medium);Kg;33740;;;;;;
10/07/2018;Bawang Putih Impor (Honan);Kg;29000;;;;;;
10/07/2018;Telur Ayam Ras;Kg;26560;;;;;;
10/07/2018;Kacang Tanah;Kg;24040;;;;;;
10/07/2018;Kacang Hijau;Kg;20860;;;;;;
10/07/2018;Jagung Pipilan Kecil;Kg;16100;;;;;;
10/07/2018;Gula Pasir;Kg;13010;;;;;;
10/07/2018;Minyak Goreng Bimoli Botol;Liter;12990;;;;;;
10/07/2018;Beras Premium;Kg;12938;;;;;;
10/07/2018;Minyak Goreng Curah;Liter;12400;;;;;;
10/07/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11500;;;;;;
10/07/2018;Garam Beryodium Halus;Kg;10860;;;;;;
10/07/2018;Beras Medium;Kg;10770;;;;;;
10/07/2018;Kacang Kedelai Lokal;Kg;10733;;;;;;
10/07/2018;Tepung Terigu Segitiga Biru;Kg;10200;;;;;;
10/07/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9540;;;;;;
10/07/2018;Kacang Kedelai Eks Impor;Kg;9340;;;;;;
10/07/2018;Ketela Pohon;Kg;5200;;;;;;
10/07/2018;Garam Beryodium Bata;250 gr;3860;;;;;;
10/07/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
10/07/2018;Telur Ayam Kampung;butir;2190;;;;;;
11/07/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
11/07/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;126667;;;;;;
11/07/2018;Daging Sapi Lokal Paha Belakang;Kg;119660;;;;;;
11/07/2018;Ikan Teri Asin;Kg;105000;;;;;;
11/07/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;100000;;;;;;
11/07/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
11/07/2018;Ayam Kampung;ekor;79433;;;;;;
11/07/2018;Daging Sapi Lokal Daging Tetelan;Kg;73333;;;;;;
11/07/2018;Cabai Rawit Merah;Kg;49660;;;;;;
11/07/2018;Susu Bubuk Kaleng Merk Bendera;buah;43933;;;;;;
11/07/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42267;;;;;;
11/07/2018;Cabai Merah Besar;Kg;41540;;;;;;
11/07/2018;Cabai Merah Kriting;Kg;37640;;;;;;
11/07/2018;Bawang Putih Impor (Kating);Kg;37340;;;;;;
11/07/2018;Cabai Rawit Hijau;Kg;37340;;;;;;
11/07/2018;Ikan Kembung;Kg;37200;;;;;;
11/07/2018;Bawang Merah (Medium);Kg;34540;;;;;;
11/07/2018;Ayam Boiler;ekor;34340;;;;;;
11/07/2018;Bawang Putih Impor (Honan);Kg;29000;;;;;;
11/07/2018;Telur Ayam Ras;Kg;26760;;;;;;
11/07/2018;Kacang Tanah;Kg;24540;;;;;;
11/07/2018;Kacang Hijau;Kg;21660;;;;;;
11/07/2018;Jagung Pipilan Kecil;Kg;16100;;;;;;
11/07/2018;Minyak Goreng Bimoli Botol;Liter;13290;;;;;;
11/07/2018;Gula Pasir;Kg;12810;;;;;;
11/07/2018;Beras Premium;Kg;12750;;;;;;
11/07/2018;Minyak Goreng Curah;Liter;12400;;;;;;
11/07/2018;Kacang Kedelai Eks Impor;Kg;11675;;;;;;
11/07/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11500;;;;;;
11/07/2018;Garam Beryodium Halus;Kg;10860;;;;;;
11/07/2018;Beras Medium;Kg;10720;;;;;;
11/07/2018;Tepung Terigu Segitiga Biru;Kg;10500;;;;;;
11/07/2018;Kacang Kedelai Lokal;Kg;10400;;;;;;
11/07/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9840;;;;;;
11/07/2018;Telur Ayam Kampung;butir;6740;;;;;;
11/07/2018;Ketela Pohon;Kg;5200;;;;;;
11/07/2018;Garam Beryodium Bata;250 gr;3660;;;;;;
11/07/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
12/07/2018;Daging Sapi Lokal Has Dalam;Kg;148333;;;;;;
12/07/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;126667;;;;;;
12/07/2018;Daging Sapi Lokal Paha Belakang;Kg;120660;;;;;;
12/07/2018;Ikan Teri Asin;Kg;107000;;;;;;
12/07/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;93333;;;;;;
12/07/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
12/07/2018;Ayam Kampung;ekor;77075;;;;;;
12/07/2018;Daging Sapi Lokal Daging Tetelan;Kg;73333;;;;;;
12/07/2018;Cabai Rawit Merah;Kg;51660;;;;;;
12/07/2018;Susu Bubuk Kaleng Merk Bendera;buah;43933;;;;;;
12/07/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42267;;;;;;
12/07/2018;Cabai Merah Besar;Kg;39540;;;;;;
12/07/2018;Ikan Kembung;Kg;37200;;;;;;
12/07/2018;Cabai Rawit Hijau;Kg;36840;;;;;;
12/07/2018;Cabai Merah Kriting;Kg;36640;;;;;;
12/07/2018;Bawang Putih Impor (Kating);Kg;36340;;;;;;
12/07/2018;Ayam Boiler;ekor;35840;;;;;;
12/07/2018;Bawang Merah (Medium);Kg;35540;;;;;;
12/07/2018;Bawang Putih Impor (Honan);Kg;29000;;;;;;
12/07/2018;Telur Ayam Ras;Kg;26960;;;;;;
12/07/2018;Kacang Tanah;Kg;25140;;;;;;
12/07/2018;Kacang Hijau;Kg;21760;;;;;;
12/07/2018;Jagung Pipilan Kecil;Kg;16100;;;;;;
12/07/2018;Minyak Goreng Bimoli Botol;Liter;13240;;;;;;
12/07/2018;Gula Pasir;Kg;13060;;;;;;
12/07/2018;Beras Premium;Kg;12750;;;;;;
12/07/2018;Minyak Goreng Curah;Liter;12300;;;;;;
12/07/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12200;;;;;;
12/07/2018;Kacang Kedelai Eks Impor;Kg;12050;;;;;;
12/07/2018;Garam Beryodium Halus;Kg;11860;;;;;;
12/07/2018;Beras Medium;Kg;10680;;;;;;
12/07/2018;Kacang Kedelai Lokal;Kg;10400;;;;;;
12/07/2018;Tepung Terigu Segitiga Biru;Kg;10400;;;;;;
12/07/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9640;;;;;;
12/07/2018;Ketela Pohon;Kg;5200;;;;;;
12/07/2018;Garam Beryodium Bata;250 gr;3680;;;;;;
12/07/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
12/07/2018;Telur Ayam Kampung;butir;2240;;;;;;
13/07/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
13/07/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;126667;;;;;;
13/07/2018;Daging Sapi Lokal Paha Belakang;Kg;119660;;;;;;
13/07/2018;Ikan Teri Asin;Kg;105000;;;;;;
13/07/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;95000;;;;;;
13/07/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
13/07/2018;Daging Sapi Lokal Daging Tetelan;Kg;78333;;;;;;
13/07/2018;Ayam Kampung;ekor;77075;;;;;;
13/07/2018;Cabai Rawit Merah;Kg;53660;;;;;;
13/07/2018;Susu Bubuk Kaleng Merk Bendera;buah;43933;;;;;;
13/07/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42267;;;;;;
13/07/2018;Ikan Kembung;Kg;41200;;;;;;
13/07/2018;Cabai Merah Besar;Kg;38540;;;;;;
13/07/2018;Cabai Rawit Hijau;Kg;37840;;;;;;
13/07/2018;Cabai Merah Kriting;Kg;37140;;;;;;
13/07/2018;Ayam Boiler;ekor;36540;;;;;;
13/07/2018;Bawang Merah (Medium);Kg;36340;;;;;;
13/07/2018;Bawang Putih Impor (Kating);Kg;36240;;;;;;
13/07/2018;Bawang Putih Impor (Honan);Kg;29000;;;;;;
13/07/2018;Telur Ayam Ras;Kg;27160;;;;;;
13/07/2018;Kacang Tanah;Kg;25140;;;;;;
13/07/2018;Kacang Hijau;Kg;22560;;;;;;
13/07/2018;Jagung Pipilan Kecil;Kg;16100;;;;;;
13/07/2018;Minyak Goreng Bimoli Botol;Liter;13340;;;;;;
13/07/2018;Gula Pasir;Kg;13010;;;;;;
13/07/2018;Garam Beryodium Halus;Kg;12660;;;;;;
13/07/2018;Beras Premium;Kg;12625;;;;;;
13/07/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12500;;;;;;
13/07/2018;Minyak Goreng Curah;Liter;12350;;;;;;
13/07/2018;Kacang Kedelai Eks Impor;Kg;12300;;;;;;
13/07/2018;Beras Medium;Kg;10580;;;;;;
13/07/2018;Kacang Kedelai Lokal;Kg;10400;;;;;;
13/07/2018;Tepung Terigu Segitiga Biru;Kg;10400;;;;;;
13/07/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10040;;;;;;
13/07/2018;Ketela Pohon;Kg;5200;;;;;;
13/07/2018;Garam Beryodium Bata;250 gr;3680;;;;;;
13/07/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
13/07/2018;Telur Ayam Kampung;butir;2280;;;;;;
16/07/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
16/07/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;126667;;;;;;
16/07/2018;Daging Sapi Lokal Paha Belakang;Kg;119660;;;;;;
16/07/2018;Ikan Teri Asin;Kg;106000;;;;;;
16/07/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;86667;;;;;;
16/07/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
16/07/2018;Ayam Kampung;ekor;82767;;;;;;
16/07/2018;Daging Sapi Lokal Daging Tetelan;Kg;71667;;;;;;
16/07/2018;Cabai Rawit Merah;Kg;52160;;;;;;
16/07/2018;Susu Bubuk Kaleng Merk Bendera;buah;43933;;;;;;
16/07/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42267;;;;;;
16/07/2018;Ikan Kembung;Kg;41200;;;;;;
16/07/2018;Cabai Merah Besar;Kg;41040;;;;;;
16/07/2018;Cabai Merah Kriting;Kg;38640;;;;;;
16/07/2018;Bawang Merah (Medium);Kg;37040;;;;;;
16/07/2018;Cabai Rawit Hijau;Kg;36840;;;;;;
16/07/2018;Bawang Putih Impor (Kating);Kg;36240;;;;;;
16/07/2018;Ayam Boiler;ekor;35540;;;;;;
